word,wordcount,freq_w_clean,freq_w_offensive,freq_w_hate,pmi_clean,pmi_offensive,pmi_hate,scale_wordcount,scale_clean,scale_offensive,scale_hate,word_vector
ăn_cướp,3,0,1,2,0.0,6.9489919513487415,8.476529615046848,0.0006035003017501509,0.0,0.8142757253248843,0.9354452342674056,"[0.0006035003017501509, 0.0, 0.8142757253248843, 0.9354452342674056]"
ăn_hại,1,1,0,0,4.347033441098517,0.0,0.0,0.00020116676725005032,1.0,0.0,0.0,"[0.00020116676725005032, 1.0, 0.0, 0.0]"
ăn_hiếp,2,2,0,0,4.347033441098517,0.0,0.0,0.00040233353450010064,1.0,0.0,0.0,"[0.00040233353450010064, 1.0, 0.0, 0.0]"
ăn_mày,2,1,0,1,3.3470334410985183,0.0,8.061492115768003,0.00040233353450010064,0.7699580613883442,0.0,0.8896428990695816,"[0.00040233353450010064, 0.7699580613883442, 0.0, 0.8896428990695816]"
ăn_tạp,2,2,0,0,4.347033441098517,0.0,0.0,0.00040233353450010064,1.0,0.0,0.0,"[0.00040233353450010064, 1.0, 0.0, 0.0]"
ăn_thua,1,1,0,0,4.347033441098517,0.0,0.0,0.00020116676725005032,1.0,0.0,0.0,"[0.00020116676725005032, 1.0, 0.0, 0.0]"
ăn_trộm,3,1,0,1,2.762070940377364,0.0,7.4765296150468465,0.0006035003017501509,0.6353921537073277,0.0,0.825088133336987,"[0.0006035003017501509, 0.6353921537073277, 0.0, 0.825088133336987]"
ăn_tục_nói_phét,1,0,0,1,0.0,0.0,9.061492115768003,0.00020116676725005032,0.0,0.0,1.0,"[0.00020116676725005032, 0.0, 0.0, 1.0]"
ăn_vạ,4,3,1,0,3.931995941819676,6.533954452069898,0.0,0.0008046670690002013,0.9045239690693616,0.7656420582939831,0.0,"[0.0008046670690002013, 0.9045239690693616, 0.7656420582939831, 0.0]"
annoyed,2,1,1,0,3.3470334410985183,7.533954452069898,0.0,0.00040233353450010064,0.7699580613883442,0.8828210291469916,0.0,"[0.00040233353450010064, 0.7699580613883442, 0.8828210291469916, 0.0]"
anti,1,0,0,1,0.0,0.0,9.061492115768003,0.00020116676725005032,0.0,0.0,1.0,"[0.00020116676725005032, 0.0, 0.0, 1.0]"
ảo,36,31,1,0,4.131304750043082,3.3640294506275845,0.0,0.007242003621001809,0.9503733536954524,0.3941935089437517,0.0,"[0.007242003621001809, 0.9503733536954524, 0.3941935089437517, 0.0]"
ảo_tưởng,15,10,0,2,3.762070940377364,0.0,6.154601520159483,0.0030175015087507548,0.8654340923189835,0.0,0.6792039811467465,"[0.0030175015087507548, 0.8654340923189835, 0.0, 0.6792039811467465]"
avengers,5,5,0,0,4.347033441098517,0.0,0.0,0.0010058338362502514,1.0,0.0,0.0,"[0.0010058338362502514, 1.0, 0.0, 0.0]"
awful,2,2,0,0,4.347033441098517,0.0,0.0,0.00040233353450010064,1.0,0.0,0.0,"[0.00040233353450010064, 1.0, 0.0, 0.0]"
axit,10,9,0,0,4.19503034765347,0.0,0.0,0.0020116676725005027,0.9650329137089324,0.0,0.0,"[0.0020116676725005027, 0.9650329137089324, 0.0, 0.0]"
bá,34,31,0,1,4.213766910235055,0.0,3.974029274517663,0.00683967008650171,0.9693431088881188,0.0,0.4385623497483832,"[0.00683967008650171, 0.9693431088881188, 0.0, 0.4385623497483832]"
bã,3,3,0,0,4.347033441098517,0.0,0.0,0.0006035003017501509,1.0,0.0,0.0,"[0.0006035003017501509, 1.0, 0.0, 0.0]"
bà_chúa,2,2,0,0,4.347033441098517,0.0,0.0,0.00040233353450010064,1.0,0.0,0.0,"[0.00040233353450010064, 1.0, 0.0, 0.0]"
bá_đạo,8,8,0,0,4.347033441098517,0.0,0.0,0.0016093341380004026,1.0,0.0,0.0,"[0.0016093341380004026, 1.0, 0.0, 0.0]"
bà_già,2,1,0,1,3.3470334410985183,0.0,8.061492115768003,0.00040233353450010064,0.7699580613883442,0.0,0.8896428990695816,"[0.00040233353450010064, 0.7699580613883442, 0.0, 0.8896428990695816]"
ba_kích,1,1,0,0,4.347033441098517,0.0,0.0,0.00020116676725005032,1.0,0.0,0.0,"[0.00020116676725005032, 1.0, 0.0, 0.0]"
ba_láp,1,1,0,0,4.347033441098517,0.0,0.0,0.00020116676725005032,1.0,0.0,0.0,"[0.00020116676725005032, 1.0, 0.0, 0.0]"
ba_phải,2,2,0,0,4.347033441098517,0.0,0.0,0.00040233353450010064,1.0,0.0,0.0,"[0.00040233353450010064, 1.0, 0.0, 0.0]"
babesexxy,1,1,0,0,4.347033441098517,0.0,0.0,0.00020116676725005032,1.0,0.0,0.0,"[0.00020116676725005032, 1.0, 0.0, 0.0]"
babesexy,5,5,0,0,4.347033441098517,0.0,0.0,0.0010058338362502514,1.0,0.0,0.0,"[0.0010058338362502514, 1.0, 0.0, 0.0]"
bạc,47,38,0,1,4.040372102864468,0.0,3.506903264090365,0.009454838060752363,0.9294550312553944,0.0,0.3870116774684341,"[0.009454838060752363, 0.9294550312553944, 0.0, 0.3870116774684341]"
bạc_bẽo,2,1,1,0,3.3470334410985183,7.533954452069898,0.0,0.00040233353450010064,0.7699580613883442,0.8828210291469916,0.0,"[0.00040233353450010064, 0.7699580613883442, 0.8828210291469916, 0.0]"
bạc_phận,7,3,0,0,3.1246410197620715,0.0,0.0,0.001408167370750352,0.7187984776515679,0.0,0.0,"[0.001408167370750352, 0.7187984776515679, 0.0, 0.0]"
bách_hợp,1,1,0,0,4.347033441098517,0.0,0.0,0.00020116676725005032,1.0,0.0,0.0,"[0.00020116676725005032, 1.0, 0.0, 0.0]"
bad,10,9,0,0,4.19503034765347,0.0,0.0,0.0020116676725005027,0.9650329137089324,0.0,0.0,"[0.0020116676725005027, 0.9650329137089324, 0.0, 0.0]"
bãi,13,11,0,1,4.106025341594726,0.0,5.36105239762691,0.002615167974250654,0.9445580295690368,0.0,0.5916302005381744,"[0.002615167974250654, 0.9445580295690368, 0.0, 0.5916302005381744]"
bại,1,1,0,0,4.347033441098517,0.0,0.0,0.00020116676725005032,1.0,0.0,0.0,"[0.00020116676725005032, 1.0, 0.0, 0.0]"
bại_hoại,1,0,0,1,0.0,0.0,9.061492115768003,0.00020116676725005032,0.0,0.0,1.0,"[0.00020116676725005032, 0.0, 0.0, 1.0]"
bàlão,1,1,0,0,4.347033441098517,0.0,0.0,0.00020116676725005032,1.0,0.0,0.0,"[0.00020116676725005032, 1.0, 0.0, 0.0]"
bám,18,17,1,0,4.264571280906546,4.3640294506275845,0.0,0.0036210018105009047,0.9810302448073338,0.51137247979676,0.0,"[0.0036210018105009047, 0.9810302448073338, 0.51137247979676, 0.0]"
băm,4,3,0,0,3.931995941819676,0.0,0.0,0.0008046670690002013,0.9045239690693616,0.0,0.0,"[0.0008046670690002013, 0.9045239690693616, 0.0, 0.0]"
băm_vằm,2,1,0,0,3.3470334410985183,0.0,0.0,0.00040233353450010064,0.7699580613883442,0.0,0.0,"[0.00040233353450010064, 0.7699580613883442, 0.0, 0.0]"
bán,627,508,9,19,4.043396495068647,2.4115578207101698,4.017097996409548,0.12613156306578152,0.9301507683011656,0.2825838635833415,0.4433152890371501,"[0.12613156306578152, 0.9301507683011656, 0.2825838635833415, 0.4433152890371501]"
bắn,29,20,2,3,3.8109805408583095,4.675973456942325,5.788473621361586,0.0058338362502514595,0.8766853516303419,0.5479257574204858,0.638799167665665,"[0.0058338362502514595, 0.8766853516303419, 0.5479257574204858, 0.638799167665665]"
bần,1,1,0,0,4.347033441098517,0.0,0.0,0.00020116676725005032,1.0,0.0,0.0,"[0.00020116676725005032, 1.0, 0.0, 0.0]"
bẩn,64,44,5,6,3.806465059735817,4.855882546957258,5.646454616489158,0.01287467310400322,0.8756466015991592,0.5690073194355368,0.6231263620109209,"[0.01287467310400322, 0.8756466015991592, 0.5690073194355368, 0.6231263620109209]"
bán_buôn,10,10,0,0,4.347033441098517,0.0,0.0,0.0020116676725005027,1.0,0.0,0.0,"[0.0020116676725005027, 1.0, 0.0, 0.0]"
bàn_cãi,4,4,0,0,4.347033441098517,0.0,0.0,0.0008046670690002013,1.0,0.0,0.0,"[0.0008046670690002013, 1.0, 0.0, 0.0]"
bản_chất,9,5,1,3,3.4990365345435697,5.3640294506275845,7.4765296150468465,0.0018105009052504523,0.8049251476794125,0.6285514506497685,0.825088133336987,"[0.0018105009052504523, 0.8049251476794125, 0.6285514506497685, 0.825088133336987]"
bán_công_việc,1,1,0,0,4.347033441098517,0.0,0.0,0.00020116676725005032,1.0,0.0,0.0,"[0.00020116676725005032, 1.0, 0.0, 0.0]"
bàn_dân_thiên_hạ,1,1,0,0,4.347033441098517,0.0,0.0,0.00020116676725005032,1.0,0.0,0.0,"[0.00020116676725005032, 1.0, 0.0, 0.0]"
bàn_đạp,1,1,0,0,4.347033441098517,0.0,0.0,0.00020116676725005032,1.0,0.0,0.0,"[0.00020116676725005032, 1.0, 0.0, 0.0]"
bán_độ,2,2,0,0,4.347033441098517,0.0,0.0,0.00040233353450010064,1.0,0.0,0.0,"[0.00040233353450010064, 1.0, 0.0, 0.0]"
bần_hàn,1,1,0,0,4.347033441098517,0.0,0.0,0.00020116676725005032,1.0,0.0,0.0,"[0.00020116676725005032, 1.0, 0.0, 0.0]"
bản_mặt,1,1,0,0,4.347033441098517,0.0,0.0,0.00020116676725005032,1.0,0.0,0.0,"[0.00020116676725005032, 1.0, 0.0, 0.0]"
bán_phá_giá,1,1,0,0,4.347033441098517,0.0,0.0,0.00020116676725005032,1.0,0.0,0.0,"[0.00020116676725005032, 1.0, 0.0, 0.0]"
bàn_tán,1,1,0,0,4.347033441098517,0.0,0.0,0.00020116676725005032,1.0,0.0,0.0,"[0.00020116676725005032, 1.0, 0.0, 0.0]"
bán_tháo,1,1,0,0,4.347033441098517,0.0,0.0,0.00020116676725005032,1.0,0.0,0.0,"[0.00020116676725005032, 1.0, 0.0, 0.0]"
bẩn_thỉu,1,0,0,1,0.0,0.0,9.061492115768003,0.00020116676725005032,0.0,0.0,1.0,"[0.00020116676725005032, 0.0, 0.0, 1.0]"
bàn_thờ,3,3,0,0,4.347033441098517,0.0,0.0,0.0006035003017501509,1.0,0.0,0.0,"[0.0006035003017501509, 1.0, 0.0, 0.0]"
bàn_tính,4,1,0,0,2.3470334410985187,0.0,0.0,0.0008046670690002013,0.5399161227766887,0.0,0.0,"[0.0008046670690002013, 0.5399161227766887, 0.0, 0.0]"
bàn_tới_bàn_lui,1,0,1,0,0.0,8.533954452069898,0.0,0.00020116676725005032,0.0,1.0,0.0,"[0.00020116676725005032, 0.0, 1.0, 0.0]"
báng,1,1,0,0,4.347033441098517,0.0,0.0,0.00020116676725005032,1.0,0.0,0.0,"[0.00020116676725005032, 1.0, 0.0, 0.0]"
bảnh,10,10,0,0,4.347033441098517,0.0,0.0,0.0020116676725005027,1.0,0.0,0.0,"[0.0020116676725005027, 1.0, 0.0, 0.0]"
bánh_bèo,25,24,0,0,4.288139752044951,0.0,0.0,0.005029169181251257,0.9864519815981252,0.0,0.0,"[0.005029169181251257, 0.9864519815981252, 0.0, 0.0]"
bánh_đậu_xanh,2,2,0,0,4.347033441098517,0.0,0.0,0.00040233353450010064,1.0,0.0,0.0,"[0.00040233353450010064, 1.0, 0.0, 0.0]"
bão,9,9,0,0,4.347033441098517,0.0,0.0,0.0018105009052504523,1.0,0.0,0.0,"[0.0018105009052504523, 1.0, 0.0, 0.0]"
bạo_bệnh,1,1,0,0,4.347033441098517,0.0,0.0,0.00020116676725005032,1.0,0.0,0.0,"[0.00020116676725005032, 1.0, 0.0, 0.0]"
bao_cao_su,14,5,0,0,2.8616066139282776,0.0,0.0,0.002816334741500704,0.6582895330119969,0.0,0.0,"[0.002816334741500704, 0.6582895330119969, 0.0, 0.0]"
bao_cấp,1,1,0,0,4.347033441098517,0.0,0.0,0.00020116676725005032,1.0,0.0,0.0,"[0.00020116676725005032, 1.0, 0.0, 0.0]"
bạo_hành,1,1,0,0,4.347033441098517,0.0,0.0,0.00020116676725005032,1.0,0.0,0.0,"[0.00020116676725005032, 1.0, 0.0, 0.0]"
bảo_kê,2,2,0,0,4.347033441098517,0.0,0.0,0.00040233353450010064,1.0,0.0,0.0,"[0.00040233353450010064, 1.0, 0.0, 0.0]"
bạo_lực,2,2,0,0,4.347033441098517,0.0,0.0,0.00040233353450010064,1.0,0.0,0.0,"[0.00040233353450010064, 1.0, 0.0, 0.0]"
bào_mòn,5,5,0,0,4.347033441098517,0.0,0.0,0.0010058338362502514,1.0,0.0,0.0,"[0.0010058338362502514, 1.0, 0.0, 0.0]"
bao_tử,11,5,0,0,3.2095299173485845,0.0,0.0,0.002212834439750553,0.7383264842189756,0.0,0.0,"[0.002212834439750553, 0.7383264842189756, 0.0, 0.0]"
báo_ứng,1,1,0,0,4.347033441098517,0.0,0.0,0.00020116676725005032,1.0,0.0,0.0,"[0.00020116676725005032, 1.0, 0.0, 0.0]"
bắp_cải,3,3,0,0,4.347033441098517,0.0,0.0,0.0006035003017501509,1.0,0.0,0.0,"[0.0006035003017501509, 1.0, 0.0, 0.0]"
bắp_chuối,1,1,0,0,4.347033441098517,0.0,0.0,0.00020116676725005032,1.0,0.0,0.0,"[0.00020116676725005032, 1.0, 0.0, 0.0]"
bắt,81,67,3,5,4.073272628671667,3.7790669499064284,5.043570207770738,0.016294508147254073,0.9370235319934253,0.4428271759746529,0.5565937864686067,"[0.016294508147254073, 0.9370235319934253, 0.4428271759746529, 0.5565937864686067]"
bất,20,17,0,1,4.1125681874614965,0.0,4.73956402088064,0.0040233353450010055,0.9460631585162661,0.0,0.5230445450185044,"[0.0040233353450010055, 0.9460631585162661, 0.0, 0.5230445450185044]"
bất_an,2,2,0,0,4.347033441098517,0.0,0.0,0.00040233353450010064,1.0,0.0,0.0,"[0.00040233353450010064, 1.0, 0.0, 0.0]"
bất_bình,2,2,0,0,4.347033441098517,0.0,0.0,0.00040233353450010064,1.0,0.0,0.0,"[0.00040233353450010064, 1.0, 0.0, 0.0]"
bắt_buộc,1,1,0,0,4.347033441098517,0.0,0.0,0.00020116676725005032,1.0,0.0,0.0,"[0.00020116676725005032, 1.0, 0.0, 0.0]"
bất_cần,1,1,0,0,4.347033441098517,0.0,0.0,0.00020116676725005032,1.0,0.0,0.0,"[0.00020116676725005032, 1.0, 0.0, 0.0]"
bất_cẩn,2,2,0,0,4.347033441098517,0.0,0.0,0.00040233353450010064,1.0,0.0,0.0,"[0.00040233353450010064, 1.0, 0.0, 0.0]"
bất_cập,1,1,0,0,4.347033441098517,0.0,0.0,0.00020116676725005032,1.0,0.0,0.0,"[0.00020116676725005032, 1.0, 0.0, 0.0]"
bất_chấp,15,15,0,0,4.347033441098517,0.0,0.0,0.0030175015087507548,1.0,0.0,0.0,"[0.0030175015087507548, 1.0, 0.0, 0.0]"
bất_chính,1,1,0,0,4.347033441098517,0.0,0.0,0.00020116676725005032,1.0,0.0,0.0,"[0.00020116676725005032, 1.0, 0.0, 0.0]"
bất_chợt,6,5,0,0,4.083999035264727,0.0,0.0,0.0012070006035003018,0.9394910553604296,0.0,0.0,"[0.0012070006035003018, 0.9394910553604296, 0.0, 0.0]"
bắt_cóc,3,2,0,1,3.762070940377364,0.0,7.4765296150468465,0.0006035003017501509,0.8654340923189835,0.0,0.825088133336987,"[0.0006035003017501509, 0.8654340923189835, 0.0, 0.825088133336987]"
bất_công,11,9,1,0,4.057526823903535,5.074522833432599,0.0,0.002212834439750553,0.9334013365395636,0.5946273631917242,0.0,"[0.002212834439750553, 0.9334013365395636, 0.5946273631917242, 0.0]"
bất_đắc_dĩ,2,2,0,0,4.347033441098517,0.0,0.0,0.00040233353450010064,1.0,0.0,0.0,"[0.00040233353450010064, 1.0, 0.0, 0.0]"
bất_đồng,1,1,0,0,4.347033441098517,0.0,0.0,0.00020116676725005032,1.0,0.0,0.0,"[0.00020116676725005032, 1.0, 0.0, 0.0]"
bất_hạnh,2,2,0,0,4.347033441098517,0.0,0.0,0.00040233353450010064,1.0,0.0,0.0,"[0.00040233353450010064, 1.0, 0.0, 0.0]"
bất_hiếu,1,1,0,0,4.347033441098517,0.0,0.0,0.00020116676725005032,1.0,0.0,0.0,"[0.00020116676725005032, 1.0, 0.0, 0.0]"
bất_lực,3,3,0,0,4.347033441098517,0.0,0.0,0.0006035003017501509,1.0,0.0,0.0,"[0.0006035003017501509, 1.0, 0.0, 0.0]"
bất_mãn,1,1,0,0,4.347033441098517,0.0,0.0,0.00020116676725005032,1.0,0.0,0.0,"[0.00020116676725005032, 1.0, 0.0, 0.0]"
bắt_nạt,3,2,0,1,3.762070940377364,0.0,7.4765296150468465,0.0006035003017501509,0.8654340923189835,0.0,0.825088133336987,"[0.0006035003017501509, 0.8654340923189835, 0.0, 0.825088133336987]"
bất_tài,7,2,1,4,2.5396785190409155,5.726599530012293,8.254137193710397,0.001408167370750352,0.5842325699705511,0.6710370394141623,0.9109026513798189,"[0.001408167370750352, 0.5842325699705511, 0.6710370394141623, 0.9109026513798189]"
bất_thường,4,4,0,0,4.347033441098517,0.0,0.0,0.0008046670690002013,1.0,0.0,0.0,"[0.0008046670690002013, 1.0, 0.0, 0.0]"
bất_tiện,1,1,0,0,4.347033441098517,0.0,0.0,0.00020116676725005032,1.0,0.0,0.0,"[0.00020116676725005032, 1.0, 0.0, 0.0]"
bất_tỉnh,1,1,0,0,4.347033441098517,0.0,0.0,0.00020116676725005032,1.0,0.0,0.0,"[0.00020116676725005032, 1.0, 0.0, 0.0]"
bầu,82,69,0,1,4.0980058932586045,0.0,2.7039401111499184,0.016495674914504124,0.9427132201271994,0.0,0.2983989917559783,"[0.016495674914504124, 0.9427132201271994, 0.0, 0.2983989917559783]"
bầu_bí,10,10,0,0,4.347033441098517,0.0,0.0,0.0020116676725005027,1.0,0.0,0.0,"[0.0020116676725005027, 1.0, 0.0, 0.0]"
bây,40,27,1,8,3.7799928483746257,3.2120263571825345,6.73956402088064,0.008046670690002011,0.8695568827782933,0.3763819428873871,0.7437587468793412,"[0.008046670690002011, 0.8695568827782933, 0.3763819428873871, 0.7437587468793412]"
bầy,3,3,0,0,4.347033441098517,0.0,0.0,0.0006035003017501509,1.0,0.0,0.0,"[0.0006035003017501509, 1.0, 0.0, 0.0]"
bẫy,2,1,0,1,3.3470334410985183,0.0,8.061492115768003,0.00040233353450010064,0.7699580613883442,0.0,0.8896428990695816,"[0.00040233353450010064, 0.7699580613883442, 0.0, 0.8896428990695816]"
bậy,8,3,1,4,2.931995941819676,5.533954452069897,8.061492115768003,0.0016093341380004026,0.6744820304577057,0.6484630874409746,0.8896428990695816,"[0.0016093341380004026, 0.6744820304577057, 0.6484630874409746, 0.8896428990695816]"
bậy_bạ,2,1,0,1,3.3470334410985183,0.0,8.061492115768003,0.00040233353450010064,0.7699580613883442,0.0,0.8896428990695816,"[0.00040233353450010064, 0.7699580613883442, 0.0, 0.8896428990695816]"
bày_đặt,6,2,1,3,2.762070940377364,5.9489919513487415,8.061492115768003,0.0012070006035003018,0.6353921537073277,0.6970967544718759,0.8896428990695816,"[0.0012070006035003018, 0.6353921537073277, 0.6970967544718759, 0.8896428990695816]"
bè,5,4,0,0,4.0251053462111575,0.0,0.0,0.0010058338362502514,0.9259430369585544,0.0,0.0,"[0.0010058338362502514, 0.9259430369585544, 0.0, 0.0]"
bể,21,19,0,0,4.202643531763345,0.0,0.0,0.004224502112251056,0.9667842653405754,0.0,0.0,"[0.004224502112251056, 0.9667842653405754, 0.0, 0.0]"
bẻ,5,3,0,0,3.6100678469323135,0.0,0.0,0.0010058338362502514,0.8304670060279156,0.0,0.0,"[0.0010058338362502514, 0.8304670060279156, 0.0, 0.0]"
bê_đê,0,0,0,0,,,,0.0,,,,"[0.0, nan, nan, nan]"
bể_khổ,3,3,0,0,4.347033441098517,0.0,0.0,0.0006035003017501509,1.0,0.0,0.0,"[0.0006035003017501509, 1.0, 0.0, 0.0]"
bẻ_khoá,1,1,0,0,4.347033441098517,0.0,0.0,0.00020116676725005032,1.0,0.0,0.0,"[0.00020116676725005032, 1.0, 0.0, 0.0]"
bẻ_lái,3,2,1,0,3.762070940377364,6.9489919513487415,0.0,0.0006035003017501509,0.8654340923189835,0.8142757253248843,0.0,"[0.0006035003017501509, 0.8654340923189835, 0.8142757253248843, 0.0]"
bè_lũ,1,0,0,1,0.0,0.0,9.061492115768003,0.00020116676725005032,0.0,0.0,1.0,"[0.00020116676725005032, 0.0, 0.0, 1.0]"
bé_nhỏ,5,5,0,0,4.347033441098517,0.0,0.0,0.0010058338362502514,1.0,0.0,0.0,"[0.0010058338362502514, 1.0, 0.0, 0.0]"
bế_tắc,6,6,0,0,4.347033441098517,0.0,0.0,0.0012070006035003018,1.0,0.0,0.0,"[0.0012070006035003018, 1.0, 0.0, 0.0]"
bén_mảng,1,1,0,0,4.347033441098517,0.0,0.0,0.00020116676725005032,1.0,0.0,0.0,"[0.00020116676725005032, 1.0, 0.0, 0.0]"
bênh,3,3,0,0,4.347033441098517,0.0,0.0,0.0006035003017501509,1.0,0.0,0.0,"[0.0006035003017501509, 1.0, 0.0, 0.0]"
bệnh,119,83,1,6,3.8272551091375018,1.6391366887619534,4.751636853181215,0.023938845302755984,0.8804291848673549,0.1920723502765337,0.5243768677912151,"[0.023938845302755984, 0.8804291848673549, 0.1920723502765337, 0.5243768677912151]"
bệnh_hoạn,8,5,1,2,3.668961535985882,5.533954452069897,7.061492115768004,0.0016093341380004026,0.8440150244297904,0.6484630874409746,0.7792857981391633,"[0.0016093341380004026, 0.8440150244297904, 0.6484630874409746, 0.7792857981391633]"
bệnh_lý,1,1,0,0,4.347033441098517,0.0,0.0,0.00020116676725005032,1.0,0.0,0.0,"[0.00020116676725005032, 1.0, 0.0, 0.0]"
bệnh_tật,5,5,0,0,4.347033441098517,0.0,0.0,0.0010058338362502514,1.0,0.0,0.0,"[0.0010058338362502514, 1.0, 0.0, 0.0]"
bênh_vực,1,0,0,1,0.0,0.0,9.061492115768003,0.00020116676725005032,0.0,0.0,1.0,"[0.00020116676725005032, 0.0, 0.0, 1.0]"
benhtri,2,2,0,0,4.347033441098517,0.0,0.0,0.00040233353450010064,1.0,0.0,0.0,"[0.00040233353450010064, 1.0, 0.0, 0.0]"
beo,5,4,0,0,4.0251053462111575,0.0,0.0,0.0010058338362502514,0.9259430369585544,0.0,0.0,"[0.0010058338362502514, 0.9259430369585544, 0.0, 0.0]"
béo,89,68,5,2,3.958762851382461,4.380149115990862,3.585758684801604,0.017903842285254476,0.9106814808358272,0.5132613655945238,0.3957139330907749,"[0.017903842285254476, 0.9106814808358272, 0.5132613655945238, 0.3957139330907749]"
bèo,22,20,0,0,4.2095299173485845,0.0,0.0,0.004425668879501106,0.9683684228306314,0.0,0.0,"[0.004425668879501106, 0.9683684228306314, 0.0, 0.0]"
béo_múp,1,1,0,0,4.347033441098517,0.0,0.0,0.00020116676725005032,1.0,0.0,0.0,"[0.00020116676725005032, 1.0, 0.0, 0.0]"
béoo,2,2,0,0,4.347033441098517,0.0,0.0,0.00040233353450010064,1.0,0.0,0.0,"[0.00040233353450010064, 1.0, 0.0, 0.0]"
béoooo,1,1,0,0,4.347033441098517,0.0,0.0,0.00020116676725005032,1.0,0.0,0.0,"[0.00020116676725005032, 1.0, 0.0, 0.0]"
bét,1,1,0,0,4.347033441098517,0.0,0.0,0.00020116676725005032,1.0,0.0,0.0,"[0.00020116676725005032, 1.0, 0.0, 0.0]"
bét_nhè,1,1,0,0,4.347033441098517,0.0,0.0,0.00020116676725005032,1.0,0.0,0.0,"[0.00020116676725005032, 1.0, 0.0, 0.0]"
bêu,4,2,1,1,3.3470334410985183,6.533954452069898,7.061492115768004,0.0008046670690002013,0.7699580613883442,0.7656420582939831,0.7792857981391633,"[0.0008046670690002013, 0.7699580613883442, 0.7656420582939831, 0.7792857981391633]"
bếu,6,6,0,0,4.347033441098517,0.0,0.0,0.0012070006035003018,1.0,0.0,0.0,"[0.0012070006035003018, 1.0, 0.0, 0.0]"
bêu_xấu,1,0,1,0,0.0,8.533954452069898,0.0,0.00020116676725005032,0.0,1.0,0.0,"[0.00020116676725005032, 0.0, 1.0, 0.0]"
bỉ,5,5,0,0,4.347033441098517,0.0,0.0,0.0010058338362502514,1.0,0.0,0.0,"[0.0010058338362502514, 1.0, 0.0, 0.0]"
bị_cáo,1,1,0,0,4.347033441098517,0.0,0.0,0.00020116676725005032,1.0,0.0,0.0,"[0.00020116676725005032, 1.0, 0.0, 0.0]"
